X (ms);C0:Drive_1.r61[0];C1:Drive_1.r80[0];C2:Drive_1.r70
5720,000000;0,000000;0,000000;594,799988
5740,000000;0,000000;0,000000;595,700012
5760,000000;0,000000;0,000000;594,799988
5780,000000;0,000000;0,000000;594,799988
5800,000000;0,000000;0,000000;595,700012
5820,000000;0,000000;0,000000;594,799988
5840,000000;0,000000;0,000000;594,799988
5860,000000;0,000000;0,000000;594,799988
5880,000000;0,000000;0,000000;594,799988
5900,000000;0,000000;0,000000;595,700012
5920,000000;0,000000;0,000000;594,799988
5940,000000;0,000000;0,000000;594,799988
5960,000000;0,000000;0,000000;594,799988
5980,000000;0,000000;0,000000;594,799988
6000,000000;0,000000;0,000000;595,700012
6020,000000;0,000000;0,000000;594,799988
6040,000000;0,000000;0,000000;594,799988
6060,000000;0,000000;0,000000;594,799988
6080,000000;0,000000;0,000000;594,799988
6100,000000;0,000000;0,000000;595,700012
6120,000000;0,000000;0,000000;594,799988
6140,000000;0,000000;0,000000;594,799988
6160,000000;0,000000;0,000000;594,799988
6180,000000;0,000000;0,000000;595,700012
6200,000000;0,000000;0,000000;595,700012
6220,000000;0,000000;0,000000;595,700012
6240,000000;0,000000;0,000000;594,799988
6260,000000;0,000000;0,000000;595,700012
6280,000000;0,000000;0,000000;594,799988
6300,000000;0,000000;0,000000;595,700012
6320,000000;0,000000;0,000000;594,799988
6340,000000;0,000000;0,000000;595,700012
6360,000000;0,000000;0,000000;594,799988
6380,000000;0,000000;0,000000;594,799988
6400,000000;0,000000;0,000000;595,700012
6420,000000;0,000000;0,000000;594,799988
6440,000000;0,000000;0,000000;594,799988
6460,000000;0,000000;0,000000;594,799988
6480,000000;0,000000;0,000000;594,799988
6500,000000;0,000000;0,000000;594,799988
6520,000000;0,000000;0,000000;594,799988
6540,000000;0,000000;0,000000;594,799988
6560,000000;0,000000;0,000000;595,700012
6580,000000;0,000000;0,000000;594,799988
6600,000000;0,000000;0,000000;595,700012
6620,000000;0,000000;0,000000;595,700012
6640,000000;0,000000;0,000000;594,799988
6660,000000;0,000000;0,000000;594,799988
6680,000000;0,000000;0,000000;594,799988
6700,000000;0,000000;0,000000;595,700012
6720,000000;0,000000;0,000000;595,700012
6740,000000;0,000000;0,000000;595,700012
6760,000000;0,000000;0,000000;595,700012
6780,000000;0,000000;0,000000;594,799988
6800,000000;0,000000;0,000000;595,700012
6820,000000;0,000000;0,000000;595,700012
6840,000000;0,000000;0,000000;594,799988
6860,000000;0,000000;0,000000;594,799988
6880,000000;0,000000;0,000000;594,799988
6900,000000;0,000000;0,000000;594,799988
