X (ms);C0:Drive_1.r63[0];C1:Drive_1.r80[0];C2:Drive_1.r76;C3:Drive_1.r78;C4:Drive_1.r70
1208,000000;-0,000000;0,000000;0,000000;0,000000;592,000000
1216,000000;-0,000000;0,000000;0,000000;0,000000;592,000000
1224,000000;-0,000000;0,000000;0,000000;0,000000;592,000000
1232,000000;-0,000000;0,000000;0,000000;0,000000;592,900024
1240,000000;-0,000000;0,000000;0,000000;0,000000;593,900024
1248,000000;-0,000000;0,000000;0,000000;0,000000;592,900024
1256,000000;-0,000000;0,000000;0,000000;0,000000;592,900024
1264,000000;-0,000000;0,000000;0,000000;0,000000;592,000000
1272,000000;-0,000000;0,000000;0,000000;0,000000;592,900024
1280,000000;-0,000000;0,000000;0,000000;0,000000;592,900024
1288,000000;-0,000000;0,000000;0,000000;0,000000;592,900024
1296,000000;-0,000000;0,000000;0,000000;0,000000;592,900024
